RaceYear,RaceName,Driver,Stint,Compound,degradation_slope_seconds_per_lap,intercept,n_laps,min_tyre_life,max_tyre_life
2018,Bahrain Grand Prix,STR,2,SUPERSOFT,0.08290441176470591,0.14048529411764743,17,2.0,18.0
2018,Bahrain Grand Prix,STR,3,MEDIUM,0.06180230769230791,0.4518899999999915,25,1.0,25.0
2018,Bahrain Grand Prix,VAN,2,SOFT,0.023153571428571974,0.9137309523809518,15,3.0,17.0
2018,Bahrain Grand Prix,VAN,3,MEDIUM,0.03018742368742364,0.4848553113553109,27,2.0,28.0
2018,Bahrain Grand Prix,VET,1,SUPERSOFT,0.10513636363636385,-0.6011515151515177,12,6.0,17.0
2018,Bahrain Grand Prix,VET,2,SOFT,0.032309005361637035,0.10244807965860186,38,1.0,38.0
2018,Belgian Grand Prix,BOT,3,SUPERSOFT,-0.21984130434782637,5.418323913043482,24,3.0,26.0
2018,Belgian Grand Prix,BOT,4,SOFT,0.02079120879120878,0.8417472527472508,14,7.0,20.0
2018,Belgian Grand Prix,ERI,2,SOFT,-0.09522207792207774,2.3062835497835414,21,5.0,25.0
2018,Belgian Grand Prix,ERI,3,SUPERSOFT,-0.04402647058823514,1.076001470588229,16,2.0,17.0
2018,Belgian Grand Prix,GAS,2,SUPERSOFT,-0.09785864661654159,2.3403503759398556,20,5.0,24.0
2018,Belgian Grand Prix,GAS,3,SOFT,0.031786377708978596,0.1860763673890642,18,2.0,19.0
2018,Belgian Grand Prix,GRO,2,SUPERSOFT,-0.10160577915376669,2.3118286893704774,18,8.0,25.0
2018,Belgian Grand Prix,GRO,3,SUPERSOFT,-0.01582631578947387,0.7824315789473703,20,5.0,24.0
2018,Belgian Grand Prix,HAM,2,SUPERSOFT,-0.061167647058823556,1.6169735294117675,16,8.0,23.0
2018,Belgian Grand Prix,HAM,3,SOFT,0.07806437041219659,-0.08798644833427852,22,2.0,23.0
2018,Belgian Grand Prix,HAR,2,SOFT,-0.11235794871794873,3.65422564102564,26,5.0,30.0
2018,Belgian Grand Prix,HAR,3,SUPERSOFT,0.06045454545454522,0.21009090909091127,11,2.0,12.0
2018,Belgian Grand Prix,MAG,2,SUPERSOFT,-0.07215584415584404,2.2912337662337587,21,8.0,28.0
2018,Belgian Grand Prix,MAG,3,SUPERSOFT,-0.01214215686274495,0.39237745098039145,17,5.0,21.0
2018,Belgian Grand Prix,OCO,2,SUPERSOFT,-0.09210000000000029,2.229015789473692,19,8.0,26.0
2018,Belgian Grand Prix,OCO,3,SOFT,-0.025566666666666762,0.9226543859649093,19,2.0,20.0
2018,Belgian Grand Prix,PER,2,SUPERSOFT,-0.07381278195488741,2.1018736842105312,20,8.0,27.0
2018,Belgian Grand Prix,PER,3,SOFT,0.027657378740970195,0.16170863433092578,18,2.0,19.0
2018,Belgian Grand Prix,RIC,2,SOFT,-0.1576276923076925,3.8187876923076907,25,2.0,26.0
2018,Belgian Grand Prix,SAI,2,MEDIUM,-0.15205392156862738,2.8515833333333265,17,5.0,21.0
2018,Belgian Grand Prix,SAI,3,SUPERSOFT,-0.004242857142857392,1.0385428571428592,20,2.0,21.0
2018,Belgian Grand Prix,SIR,2,SOFT,-0.10816666666666644,2.373596491228062,19,5.0,23.0
2018,Belgian Grand Prix,SIR,3,SUPERSOFT,-0.030173374613003283,1.1014871001032007,18,2.0,19.0
2018,Belgian Grand Prix,STR,2,SOFT,-0.13409287925696614,2.809476092191263,18,5.0,22.0
2018,Belgian Grand Prix,STR,3,SUPERSOFT,-0.04759824561403498,1.1410017543859567,19,2.0,20.0
2018,Belgian Grand Prix,VAN,3,MEDIUM,-0.10283893280632413,2.4978320158102796,23,3.0,25.0
2018,Belgian Grand Prix,VAN,4,SUPERSOFT,-0.03754725274725301,1.0181516483516504,14,2.0,15.0
2018,Belgian Grand Prix,VER,1,SUPERSOFT,-0.10310909090909048,2.8802017316017228,21,8.0,28.0
2018,Belgian Grand Prix,VER,2,SOFT,0.03791176470588235,0.14900000000000116,17,2.0,18.0
2018,Belgian Grand Prix,VET,2,SUPERSOFT,-0.0036200980392157383,0.3719803921568635,17,8.0,24.0
2018,Belgian Grand Prix,VET,3,SOFT,0.05656623376623364,-0.10641385281385682,21,2.0,22.0
2018,Brazilian Grand Prix,ALO,1,SOFT,0.05937362637362649,0.17901098901099236,13,2.0,14.0
2018,Brazilian Grand Prix,ALO,2,MEDIUM,-0.01669321953532487,1.211350877192978,37,2.0,38.0
2018,Brazilian Grand Prix,ALO,3,SUPERSOFT,0.17732747252747322,-0.38371208791209416,14,2.0,15.0
2018,Brazilian Grand Prix,BOT,1,SUPERSOFT,0.0023411764705879817,0.48261029411765344,16,5.0,20.0
2018,Brazilian Grand Prix,BOT,2,MEDIUM,-0.050247165991902834,2.4543956140350955,39,2.0,40.0
2018,Brazilian Grand Prix,BOT,3,SOFT,-0.06011818181818173,1.2500999999999958,11,2.0,12.0
2018,Brazilian Grand Prix,ERI,1,SUPERSOFT,0.06359264705882316,0.2862191176470598,16,7.0,22.0
2018,Brazilian Grand Prix,GAS,1,SUPERSOFT,0.012499248120300782,0.3658616541353411,20,6.0,25.0
2018,Brazilian Grand Prix,GAS,2,MEDIUM,0.02716211840888067,0.40598959296946896,47,2.0,48.0
2018,Brazilian Grand Prix,GRO,1,SUPERSOFT,-0.007912347052280418,0.666357434186135,30,5.0,34.0
2018,Brazilian Grand Prix,GRO,2,MEDIUM,-0.01966757850968388,1.1958169383958923,38,2.0,39.0
2018,Brazilian Grand Prix,HAM,1,SUPERSOFT,-0.030590686274509567,0.8427965686274473,17,5.0,21.0
2018,Brazilian Grand Prix,HAM,2,MEDIUM,-0.045855022624434374,2.439085610859725,51,2.0,52.0
